Trigger.started,Trigger.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,Session,Subject,date,expName,psychopyVersion,OS,frameRate,complex_block.started,complex_block.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,complex_block_loop.thisRepN,complex_block_loop.thisTrialN,complex_block_loop.thisN,complex_block_loop.thisIndex,complex_block_loop.ran,trial,finger,markerPos,correctResp,new_block_loop.thisRepN,new_block_loop.thisTrialN,new_block_loop.thisN,new_block_loop.thisIndex,new_block_loop.ran,endBuffer.started,endBuffer.stopped
0,16.811,space,16.774,,-0.178835979,-0.358201058,0,0,0,1,AD,2024-09-24_15h34.05.500,Motor_Task,2023.2.2,MacIntel,29.41176471,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1,AD,2024-09-24_15h34.05.500,Motor_Task,2023.2.2,MacIntel,29.41176471,16.835,17.612,2,1,0.745,,0,0,0,0,1,1,M,,2,,,,,,,
,,,,,,,,,,1,AD,2024-09-24_15h34.05.500,Motor_Task,2023.2.2,MacIntel,29.41176471,17.613,18.112,3,1,0.496,,0,1,1,1,1,2,R,,3,,,,,,,
,,,,,,,,,,1,AD,2024-09-24_15h34.05.500,Motor_Task,2023.2.2,MacIntel,29.41176471,18.112,18.677,2,1,0.55,,0,2,2,2,1,3,M,,2,,,,,,,
,,,,,,,,,,1,AD,2024-09-24_15h34.05.500,Motor_Task,2023.2.2,MacIntel,29.41176471,18.678,19.41,3,1,0.719,,0,3,3,3,1,4,R,,3,,,,,,,
,,,,,,,,,,1,AD,2024-09-24_15h34.05.500,Motor_Task,2023.2.2,MacIntel,29.41176471,19.411,19.979,1,1,0.564,,0,4,4,4,1,5,I,,1,,,,,,,
,,,,,,,,,,1,AD,2024-09-24_15h34.05.500,Motor_Task,2023.2.2,MacIntel,29.41176471,19.979,20.544,1,1,0.544,,0,5,5,5,1,6,I,,1,,,,,,,
,,,,,,,,,,1,AD,2024-09-24_15h34.05.500,Motor_Task,2023.2.2,MacIntel,29.41176471,20.545,21.144,3,1,0.57,,0,6,6,6,1,7,R,,3,,,,,,,
,,,,,,,,,,1,AD,2024-09-24_15h34.05.500,Motor_Task,2023.2.2,MacIntel,29.41176471,21.145,21.711,2,1,0.546,,0,7,7,7,1,8,M,,2,,,,,,,
,,,,,,,,,,1,AD,2024-09-24_15h34.05.500,Motor_Task,2023.2.2,MacIntel,29.41176471,21.711,22.377,4,1,0.646,,0,8,8,8,1,9,L,,4,,,,,,,
