Trigger.started,Trigger.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,Session,Subject,date,expName,psychopyVersion,OS,frameRate,complex_block.started,complex_block.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,complex_block_loop.thisRepN,complex_block_loop.thisTrialN,complex_block_loop.thisN,complex_block_loop.thisIndex,complex_block_loop.ran,trial,finger,markerPos,correctResp,new_block_loop.thisRepN,new_block_loop.thisTrialN,new_block_loop.thisN,new_block_loop.thisIndex,new_block_loop.ran,endBuffer.started,endBuffer.stopped
0.0006,12.578,space,12.5057,,-0.137036981,-0.144444444,0,0,0,1,ER,2023-09-27_15h44.05.176,Motor_Task,2023.2.2,Win32,59.95922773,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1,ER,2023-09-27_15h44.05.176,Motor_Task,2023.2.2,Win32,59.95922773,12.6157,13.3432,2,1,0.7226,,0,0,0,0,1,1,M,,2,,,,,,,
,,,,,,,,,,1,ER,2023-09-27_15h44.05.176,Motor_Task,2023.2.2,Win32,59.95922773,13.3441,13.843,3,1,0.4874,,0,1,1,1,1,2,R,,3,,,,,,,
,,,,,,,,,,1,ER,2023-09-27_15h44.05.176,Motor_Task,2023.2.2,Win32,59.95922773,13.8434,14.5096,2,1,0.6569,,0,2,2,2,1,3,M,,2,,,,,,,
,,,,,,,,,,1,ER,2023-09-27_15h44.05.176,Motor_Task,2023.2.2,Win32,59.95922773,14.5102,14.9929,3,1,0.4821,,0,3,3,3,1,4,R,,3,,,,,,,
,,,,,,,,,,1,ER,2023-09-27_15h44.05.176,Motor_Task,2023.2.2,Win32,59.95922773,14.9933,15.6095,1,1,0.6064,,0,4,4,4,1,5,I,,1,,,,,,,
,,,,,,,,,,1,ER,2023-09-27_15h44.05.176,Motor_Task,2023.2.2,Win32,59.95922773,15.6099,16.1928,1,1,0.5722,,0,5,5,5,1,6,I,,1,,,,,,,
,,,,,,,,,,1,ER,2023-09-27_15h44.05.176,Motor_Task,2023.2.2,Win32,59.95922773,16.1932,16.7094,3,1,0.5053,,0,6,6,6,1,7,R,,3,,,,,,,
,,,,,,,,,,1,ER,2023-09-27_15h44.05.176,Motor_Task,2023.2.2,Win32,59.95922773,16.7097,17.2429,2,1,0.523,,0,7,7,7,1,8,M,,2,,,,,,,
,,,,,,,,,,1,ER,2023-09-27_15h44.05.176,Motor_Task,2023.2.2,Win32,59.95922773,17.2432,18.0428,4,1,0.7885,,0,8,8,8,1,9,L,,4,,,,,,,
,,,,,,,,,,1,ER,2023-09-27_15h44.05.176,Motor_Task,2023.2.2,Win32,59.95922773,18.0432,18.5927,1,1,0.5386,,0,9,9,9,1,10,I,,1,,,,,,,
,,,,,,,,,,1,ER,2023-09-27_15h44.05.176,Motor_Task,2023.2.2,Win32,59.95922773,18.5941,19.0765,2,1,0.4815,,1,0,10,0,1,1,M,,2,,,,,,,
,,,,,,,,,,1,ER,2023-09-27_15h44.05.176,Motor_Task,2023.2.2,Win32,59.95922773,19.0768,19.5596,3,1,0.4723,,1,1,11,1,1,2,R,,3,,,,,,,
,,,,,,,,,,1,ER,2023-09-27_15h44.05.176,Motor_Task,2023.2.2,Win32,59.95922773,19.5602,20.0765,2,1,0.5091,,1,2,12,2,1,3,M,,2,,,,,,,
,,,,,,,,,,1,ER,2023-09-27_15h44.05.176,Motor_Task,2023.2.2,Win32,59.95922773,20.0769,20.7095,3,1,0.6257,,1,3,13,3,1,4,R,,3,,,,,,,
,,,,,,,,,,1,ER,2023-09-27_15h44.05.176,Motor_Task,2023.2.2,Win32,59.95922773,20.7098,21.2429,1,1,0.5275,,1,4,14,4,1,5,I,,1,,,,,,,
,,,,,,,,,,1,ER,2023-09-27_15h44.05.176,Motor_Task,2023.2.2,Win32,59.95922773,21.2432,21.7926,1,1,0.5387,,1,5,15,5,1,6,I,,1,,,,,,,
,,,,,,,,,,1,ER,2023-09-27_15h44.05.176,Motor_Task,2023.2.2,Win32,59.95922773,21.793,22.3594,3,1,0.5566,,1,6,16,6,1,7,R,,3,,,,,,,
,,,,,,,,,,1,ER,2023-09-27_15h44.05.176,Motor_Task,2023.2.2,Win32,59.95922773,22.3596,22.8262,2,1,0.4645,,1,7,17,7,1,8,M,,2,,,,,,,
