Trigger.started,Trigger.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,Session,Subject,date,expName,psychopyVersion,OS,frameRate,complex_block.started,complex_block.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,complex_block_loop.thisRepN,complex_block_loop.thisTrialN,complex_block_loop.thisN,complex_block_loop.thisIndex,complex_block_loop.ran,trial,finger,markerPos,correctResp,new_block_loop.thisRepN,new_block_loop.thisTrialN,new_block_loop.thisN,new_block_loop.thisIndex,new_block_loop.ran,endBuffer.started,endBuffer.stopped
0,105.164,return,105.111,,-0.353333333,0.09,0,0,0,1,99,2024-09-24_15h32.19.661,Motor_Task,2023.2.2,MacIntel,142.8571429,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1,99,2024-09-24_15h32.19.661,Motor_Task,2023.2.2,MacIntel,142.8571429,105.198,107.695,2,1,2.468,,0,0,0,0,1,1,M,,2,,,,,,,
,,,,,,,,,,1,99,2024-09-24_15h32.19.661,Motor_Task,2023.2.2,MacIntel,142.8571429,107.696,108.895,3,1,1.173,,0,1,1,1,1,2,R,,3,,,,,,,
,,,,,,,,,,1,99,2024-09-24_15h32.19.661,Motor_Task,2023.2.2,MacIntel,142.8571429,108.895,109.595,2,1,0.697,,0,2,2,2,1,3,M,,2,,,,,,,
,,,,,,,,,,1,99,2024-09-24_15h32.19.661,Motor_Task,2023.2.2,MacIntel,142.8571429,109.595,110.227,3,1,0.606,,0,3,3,3,1,4,R,,3,,,,,,,
,,,,,,,,,,1,99,2024-09-24_15h32.19.661,Motor_Task,2023.2.2,MacIntel,142.8571429,110.227,110.96,1,1,0.716,,0,4,4,4,1,5,I,,1,,,,,,,
,,,,,,,,,,1,99,2024-09-24_15h32.19.661,Motor_Task,2023.2.2,MacIntel,142.8571429,110.96,111.559,1,1,0.581,,0,5,5,5,1,6,I,,1,,,,,,,
,,,,,,,,,,1,99,2024-09-24_15h32.19.661,Motor_Task,2023.2.2,MacIntel,142.8571429,111.559,112.225,3,1,0.663,,0,6,6,6,1,7,R,,3,,,,,,,
,,,,,,,,,,1,99,2024-09-24_15h32.19.661,Motor_Task,2023.2.2,MacIntel,142.8571429,112.226,112.791,2,1,0.556,,0,7,7,7,1,8,M,,2,,,,,,,
,,,,,,,,,,1,99,2024-09-24_15h32.19.661,Motor_Task,2023.2.2,MacIntel,142.8571429,112.792,113.591,3,0,0.784,,0,8,8,8,1,9,L,,4,,,,,,,
,,,,,,,,,,1,99,2024-09-24_15h32.19.661,Motor_Task,2023.2.2,MacIntel,142.8571429,113.591,117.421,1,1,3.827,,0,9,9,9,1,10,I,,1,,,,,,,
